order_id,order_line,order_date,customer_code,product_code,quantity,unit_price,discount_pct,payment_method,order_status,data_spedizione,data_consegna,corriere,costo_spedizione,totale_riga
ORD000010,1,2023-01-01,CUST00070,501008,2,89.75,0.0,Bonifico bancario,Consegnato,2023-01-03,2023-01-11,EuroLogistics,7.09,179.5
ORD000011,1,2023-01-01,CUST00078,401003,1,11.12,0.0,PayPal,Consegnato,2023-01-03,2023-01-23,Global Shipping,16.17,11.12
ORD000011,2,2023-01-01,CUST00078,401003,1,11.12,0.0,  PayPal  ,Consegnato,2023-01-03,2023-01-23,Global Shipping,16.17,11.12
ORD000011,3,2023-01-01,CUST00078,601007,1,11.07,,PayPal,Consegnato,2023-01-03,23/01/2023,Global Shipping,16.17,11.07
ORD000012,1,2023-01-01,CUST00307,501008,1,89.75,0.0,PayPal,Consegnato,2023-01-05,2023-01-07,Corriere Nazionale,5.84,89.75
ORD000012,2,2023-01-01,CUST00307,301004,1,86.42,0.0,PayPal,Consegnato,2023-01-05,2023-01-07,Corriere Nazionale,5.84,86.42
ORD000013,1,2023-01-02,CUST00410,603008,1,12.62,0.0,Carta di credito,Consegnato,2023-01-03,2023-01-10,EuroLogistics,6.42,12.62
ORD000013,2,2023-01-02,CUST00410,503007,1,25.13,0.0,Carta di credito,Consegnato,2023-01-03,2023-01-10,EuroLogistics,6.42,25.13
ORD000014,1,2023-01-02,CUST00273,203001,-1,11.16,0.0,PAYPAL,Annullato,2023-01-05,,Corriere Nazionale,3.98,11.16
ORD000014,2,2023-01-02,CUST00273,202002,1,19.55,0.0,PayPal,Annullato,2023-01-05,,Corriere Nazionale,3.98,19.55
ORD000014,3,2023-01-02,CUST00273,201002,1,57.78,0.0,PayPal,Annullato,2023-01-05,,Corriere Nazionale,3.98,57.78
ORD000015,1,2023-01-02,CUST00020,601002,1,33.23,0.0,Bonifico bancario,Consegnato,2023-01-04,2023-01-24,Global Shipping,14.24,33.23
ORD000015,2,2023-01-02,CUST00020,601003,2,"33,92",0.0,Bonifico bancario,Consegnato,04-01-2023,2023-01-24,Global Shipping,14.24,67.84
ORD000015,3,2023-01-02,CUST00020,401005,1,57.41,0.0,Bonifico bancario,Consegnato,2023-01-04,2023-01-24,global shipping,14.24,57.41
ORD000015,4,2023-01-02,CUST00020,601002,2,"33,23",0.0,Bonifico bancario,Consegnato,2023-01-04,2023-01-24,Global Shipping,14.24,66.46
ORD000016,1,2023-01-02,CUST00356,103007,1,380.3,0.0,Bonifico bancario,Consegnato,2023-01-05,2023-01-07,Corriere Nazionale,5.69,380.3
ORD000016,2,2023-01-02,CUST00356,103007,3,380.3,0.0,Bonifico bancario,Consegnato,2023-01-05,2023-01-07,Corriere Nazionale,5.69,1140.9
ORD000017,1,2023-01-03,CUST00530,501001,1,42.7,0.0,Contrassegno,Consegnato,2023-01-04,2023-01-08,Corriere Nazionale,4.88,42.7
ORD000017,2,2023-01-03,CUST00530,503002,1,15.95,,Contrassegno,Consegnato,2023-01-04,2023-01-08,Corriere Nazionale,4.88,15.95
ORD000018,1,2023-01-03,CUST00374,103007,1,380.3,0.0,Bonifico bancario,Consegnato,2023-01-09,2023-01-11,Corriere Nazionale,5.24,380.3
ORD000018,2,2023-01-03,CUST00374,103007,3,380.3,0.0,Bonifico bancario,Consegnato,2023-01-09,2023-01-11,Corriere Nazionale,5.24,1140.9
ORD000019,1,2023-01-03,CUST00546,503001,1,10.71,0.0,Bonifico bancario,Annullato,2023-01-05,,Global Shipping,11.22,10.71
ORD000019,2,2023-01-03,CUST00546,203004,1,22.98,0.0,Bonifico bancario,Annullato,2023-01-05,,Global Shipping,11.22,22.98
ORD000020,1,2023-01-03,CUST00213,601001,1,"14,99",0.0,Bonifico bancario,Consegnato,2023-01-04,2023-01-08,Corriere Nazionale,4.13,14.99
ORD000020,2,2023-01-03,CUST00213,603001,1,16.61,0.0,Bonifico bancario,Consegnato,2023-01-04,2023-01-08,Corriere Nazionale,4.13,16.61
ORD000020,3,2023-01-03,CUST00213,603008,3,12.62,0.0,Bonifico bancario,Consegnato,2023-01-04,2023-01-08,Corriere Nazionale,4.13,37.86
ORD000021,1,2023-01-03,CUST00078,603008,2,12.62,0.0,CARTA DI CREDITO,CONSEGNATO,2023-01-04,2023-01-15,Global Shipping,13.14,25.24
ORD000021,2,2023-01-03,CUST00078,301900,1,92.93,0.0,  Carta di credito  ,Consegnato,2023-01-04,2023-01-15,Global Shipping,13.14,92.93
ORD000021,3,2023-01-03,CUST00078,502003,1,10.71,0.0,Carta di credito,Consegnato,2023-01-04,2023-01-15,Global Shipping,13.14,10.71
ORD000022,1,2023-01-03,CUST00085,302004,1,20.63,0.0,Carta di credito,Consegnato,2023-01-09,2023-01-11,Corriere Nazionale,4.87,20.63
ORD000022,2,2023-01-03,CUST00085,303007,3,28.22,0.0,Carta di credito,Consegnato,2023-01-09,2023-01-11,  Corriere Nazionale  ,4.87,84.66
ORD000023,1,2023-01-03,CUST00530,201003,1,36.6,0.0,Carta di credito,Consegnato,2023-01-07,2023-01-10,Corriere Nazionale,4.78,36.6
ORD000023,2,2023-01-03,CUST00530,401002,1,"8,96",0.0,Carta di credito,Consegnato,2023-01-07,2023-01-10,Corriere Nazionale,4.78,8.96
ORD000023,3,2023-01-03,CUST00530,202005,1,126.38,0.0,Carta di credito,Consegnato,2023-01-07,2023-01-10,Corriere Nazionale,4.78,126.38
ORD000023,4,2023-01-03,CUST00530,601001,1,14.99,0.0,Carta di credito,Consegnato,2023-01-07,2023-01-10,Corriere Nazionale,4.78,14.99
ORD000024,1,2023-01-04,CUST00407,502003,1,10.71,0.0,paypal,Consegnato,2023-01-07,2023-01-17,Global Shipping,14.91,10.71
ORD000024,2,2023-01-04,CUST00407,503007,3,25.13,0.0,PayPal,Consegnato,2023-01-07,2023-01-17,Global Shipping,14.91,75.39
ORD000024,3,2023-01-04,CUST00407,303005,1,15.79,0.0,PayPal,Consegnato,2023-01-07,2023-01-17,Global Shipping,14.91,15.79
ORD000025,1,2023-01-04,CUST00378,103007,1,380.3,0.0,Bonifico bancario,Consegnato,2023-01-05,2023-01-13,EuroLogistics,10.65,380.3
ORD000025,2,2023-01-04,CUST00378,103007,1,380.3,0.0,Bonifico bancario,Consegnato,2023-01-05,2023-01-13,EuroLogistics,10.65,380.3
ORD000026,1,2023-01-04,CUST00367,103004,3,167.17,0.0,Bonifico bancario,Consegnato,2023-01-04,2023-01-15,Global Shipping,12.98,501.51
ORD000026,2,2023-01-04,CUST00367,401003,1,11.12,0.0,Bonifico bancario,Consegnato,2023-01-04,2023-01-15,Global Shipping,12.98,11.12
ORD000027,1,2023-01-04,CUST00198,503001,1,10.71,0.0,Carta di credito,Consegnato,2023-01-05,2023-01-13,EuroLogistics,6.69,10.71
ORD000027,2,2023-01-04,CUST00198,101008,1,148.67,0.0,Carta di credito,Consegnato,2023-01-05,2023-01-13,EuroLogistics,6.69,148.67
ORD000028,1,2023-01-04,CUST00022,102001,1,949.88,,Carta di credito,Consegnato,2023-01-07,2023-01-19,Global Shipping,13.9,949.88
ORD000028,2,04-01-2023,CUST00022,202002,1,19.55,0.0,Carta di credito,Consegnato,2023-01-07,2023-01-19,Global Shipping,13.9,19.55
ORD000028,2,04-01-2023,CUST00022,202002,1,19.55,0.0,Carta di credito,Consegnato,2023-01-07,2023-01-19,Global Shipping,13.9,19.55
ORD000029,1,2023-01-05,CUST00043,203001,2,"11,16",0.0,PayPal,Consegnato,2023-01-15,2023-01-21,EuroLogistics,7.84,22.32
ORD000030,1,2023-01-05,CUST00418,102003,-1,97.15,0.0,Contrassegno,Consegnato,2023-01-08,2023-01-11,Corriere Nazionale,5.41,97.15
ORD000031,1,2023-01-05,CUST00118,503001,3,10.71,0.0,Bonifico bancario,Consegnato,2023-01-09,17/01/2023,EuroLogistics,8.03,32.13
ORD000031,2,2023-01-05,CUST00118,503007,1,25.13,0.0,Bonifico bancario,Consegnato,2023-01-09,2023-01-17,EuroLogistics,8.03,25.13
ORD000032,1,2023-01-05,CUST00316,401001,1,11.27,0.0,PayPal,Consegnato,2023-01-07,2023-01-19,Global Shipping,9.66,11.27
ORD000032,2,2023-01-05,CUST00316,103001,1,81.21,0.0,  PayPal  ,Consegnato,2023-01-07,2023-01-19,Global Shipping,9.66,81.21
ORD000033,1,2023-01-06,CUST00156,401003,1,11.12,0.0,Bonifico bancario,Consegnato,2023-01-08,2023-01-16,EuroLogistics,8.79,11.12
ORD000034,1,2023-01-06,CUST00176,502003,2,10.71,0.0,Carta di credito,Annullato,,,,,21.42
ORD000034,2,06/01/2023,CUST00176,501005,2,47.77,0.0,Carta di credito,Annullato,,,,,95.54
ORD000034,2,06/01/2023,CUST00176,501005,2,47.77,0.0,Carta di credito,Annullato,,,,,95.54
ORD000035,1,2023-01-06,CUST00595,102003,1,97.15,0.0,Contrassegno,Consegnato,2023-01-09,11/01/2023,Corriere Nazionale,3.64,97.15
ORD000036,1,2023-01-06,CUST00070,401003,-1,11.12,0.0,PayPal,Consegnato,2023-01-09,2023-01-16,  EuroLogistics  ,9.5,11.12
ORD000036,2,2023-01-06,CUST00070,401003,2,11.12,0.0,PayPal,Consegnato,2023-01-09,2023-01-16,EuroLogistics,9.5,22.24
ORD000037,1,2023-01-06,CUST00595,503001,1,10.71,0.0,CARTA DI CREDITO,Consegnato,2023-01-08,2023-01-11,Corriere Nazionale,3.62,10.71
ORD000038,1,06-01-2023,CUST00374,503001,3,10.71,0.0,Contrassegno,Consegnato,2023-01-06,2023-01-10,  corriere nazionale  ,3.9,32.13
ORD000038,2,2023-01-06,CUST00374,503003,2,10.22,0.0,Contrassegno,Consegnato,2023-01-06,2023-01-10,Corriere Nazionale,3.9,20.44
ORD000039,1,2023-01-06,CUST00030,403008,1,15.96,0.0,PayPal,Annullato,,,,,15.96
ORD000040,1,2023-01-06,CUST00375,203001,1,11.16,0.0,Bonifico bancario,Consegnato,2023-01-08,2023-01-10,Corriere Nazionale,4.32,11.16
ORD000040,2,2023-01-06,CUST00375,203007,3,22.91,0.0,bonifico bancario,Consegnato,2023-01-08,2023-01-10,Corriere Nazionale,4.32,68.73
ORD000040,3,2023-01-06,CUST00375,201003,2,36.6,0.0,Bonifico bancario,Consegnato,08/01/2023,2023-01-10,Corriere Nazionale,4.32,73.2
ORD000041,1,2023-01-06,CUST00417,503007,1,25.13,0.0,Carta di credito,Consegnato,2023-01-07,2023-01-15,EUROLOGISTICS,6.56,25.13
ORD000042,1,2023-01-06,CUST00088,102004,3,97.09,0.0,Bonifico bancario,Annullato,2023-01-11,,Corriere Nazionale,3.93,291.27
ORD000042,2,06/01/2023,CUST00088,102006,1,"33,8",0.0,Bonifico bancario,Annullato,2023-01-11,,corriere nazionale,3.93,33.8
ORD000043,1,2023-01-07,CUST00407,601004,1,16.05,0.0,PayPal,Consegnato,2023-01-09,2023-01-28,  Global Shipping  ,14.88,16.05
ORD000043,2,2023-01-07,CUST00407,  603001  ,1,16.61,0.0,paypal,Consegnato,2023-01-09,2023-01-28,Global Shipping,14.88,16.61
ORD000044,1,2023-01-07,CUST00022,301002,1,109.11,,Carta di credito,Consegnato,2023-01-09,2023-01-25,Global Shipping,12.18,109.11
ORD000044,2,2023-01-07,CUST00022,303900,0,160.63,0.0,Carta di credito,Consegnato,09-01-2023,2023-01-25,Global Shipping,12.18,160.63
ORD000044,3,2023-01-07,CUST00022,301004,2,86.42,0.0,Carta di credito,Consegnato,2023-01-09,2023-01-25,Global Shipping,12.18,172.84
ORD000045,1,2023-01-07,CUST00198,103007,1,380.3,0.0,Bonifico bancario,Consegnato,2023-01-08,2023-01-13,EuroLogistics,6.78,380.3
ORD000046,1,2023-01-07,CUST00020,  103007  ,1,380.3,0.0,Bonifico bancario,Consegnato,2023-01-08,2023-01-19,Global Shipping,12.17,380.3
ORD000046,2,2023-01-07,CUST00020,103007,1,380.3,0.0,Bonifico bancario,Consegnato,08-01-2023,2023-01-19,Global Shipping,12.17,380.3
ORD000047,1,2023-01-08,CUST00356,  601001  ,1,14.99,0.0,PayPal,Consegnato,2023-01-13,2023-01-16,Corriere Nazionale,5.96,14.99
ORD000048,1,2023-01-08,CUST00272,101003,1,20.3,0.0,Carta di credito,Consegnato,2023-01-12,2023-01-24,Global Shipping,16.92,20.3
ORD000048,2,2023-01-08,CUST00272,102004,0,97.09,0.0,Carta di credito,Consegnato,2023-01-12,2023-01-24,global shipping,16.92,97.09
ORD000049,1,2023-01-08,CUST00410,502002,1,20.93,0.0,Carta di credito,Consegnato,2023-01-13,2023-01-21,EuroLogistics,7.74,20.93
ORD000049,2,08/01/2023,CUST00410,502003,1,10.71,0.0,Carta di credito,Consegnato,2023-01-13,2023-01-21,EuroLogistics,7.74,10.71
ORD000050,1,2023-01-08,CUST00088,503001,1,10.71,0.0,Contrassegno,Consegnato,2023-01-12,2023-01-15,Corriere Nazionale,4.98,10.71
ORD000051,1,2023-01-08,CUST00025,602004,2,"11,87",0.0,  Bonifico bancario  ,Consegnato,2023-01-10,2023-01-14,Corriere Nazionale,3.26,23.74
ORD000052,1,2023-01-08,CUST00378,603004,1,14.4,0.0,PayPal,Consegnato,2023-01-12,2023-01-20,EuroLogistics,6.94,14.4
ORD000052,2,2023-01-08,CUST00378,603002,1,16.29,0.0,PayPal,Consegnato,2023-01-12,2023-01-20,EuroLogistics,6.94,16.29
ORD000052,3,2023-01-08,CUST00378,  601007  ,3,11.07,0.0,PayPal,Consegnato,2023-01-12,2023-01-20,EuroLogistics,6.94,33.21
ORD000053,1,2023-01-08,CUST00417,503001,3,10.71,0.0,Bonifico bancario,Consegnato,2023-01-09,2023-01-14,EuroLogistics,9.53,32.13
ORD000053,2,2023-01-08,CUST00417,503001,1,10.71,0.0,Bonifico bancario,Consegnato,2023-01-09,2023-01-14,EUROLOGISTICS,9.53,10.71
ORD000053,3,2023-01-08,CUST00417,601001,2,14.99,0.0,Bonifico bancario,Consegnato,2023-01-09,2023-01-14,EuroLogistics,9.53,29.98
ORD000054,1,2023-01-08,CUST00223,502005,2,28.38,0.0,CARTA DI CREDITO,Consegnato,2023-01-15,2023-01-23,EuroLogistics,9.02,56.76
ORD000055,1,2023-01-08,CUST00176,  603008  ,1,12.62,0.0,PayPal,Consegnato,2023-01-12,2023-01-14,Corriere Nazionale,3.72,12.62
ORD000056,1,2023-01-08,CUST00272,101001,1,874.89,0.0,Carta di credito,Consegnato,2023-01-17,2023-01-27,Global Shipping,17.02,874.89
ORD000056,2,2023-01-08,CUST00272,603008,1,12.62,0.0,Carta di credito,Consegnato,17/01/2023,2023-01-27,Global Shipping,17.02,12.62
ORD000057,1,2023-01-08,CUST00213,203007,1,22.91,0.0,Carta di credito,Annullato,,,,,22.91
ORD000057,2,2023-01-08,CUST00213,203007,1,22.91,0.0,Carta di credito,Annullato,,,,,22.91
ORD000057,3,2023-01-08,CUST00213,203003,2,13.39,16.0,Carta di credito,Annullato,,,,,26.78
ORD000058,1,2023-01-08,CUST00211,401004,1,"58,47",0.0,  PayPal  ,Consegnato,2023-01-09,2023-01-11,Corriere Nazionale,4.75,58.47
ORD000059,1,2023-01-09,CUST00118,201005,3,116.82,17.0,Carta di credito,Consegnato,2023-01-11,2023-01-18,EuroLogistics,7.75,350.46
ORD000059,2,2023-01-09,CUST00118,202002,1,19.55,0.0,Carta di credito,Consegnato,2023-01-11,2023-01-18,EuroLogistics,7.75,19.55
ORD000060,1,2023-01-09,CUST00356,602001,1,15.15,0.0,Contrassegno,Consegnato,2023-01-09,2023-01-13,corriere nazionale,5.26,15.15
ORD000061,1,2023-01-09,CUST00086,302005,1,111.29,14.0,Contrassegno,Consegnato,2023-01-13,2023-01-16,  Corriere Nazionale  ,4.31,111.29
ORD000062,1,2023-01-09,CUST00551,203001,1,11.16,19.0,PayPal,Consegnato,2023-01-11,2023-01-16,EuroLogistics,9.88,11.16
ORD000062,2,2023-01-09,CUST00551,101001,3,874.89,0.0,PayPal,Consegnato,2023-01-11,16-01-2023,EuroLogistics,9.88,2624.67
ORD000062,3,09-01-2023,CUST00551,503002,2,15.95,0.0,PayPal,Consegnato,2023-01-11,2023-01-16,EuroLogistics,9.88,31.9
ORD000062,4,2023-01-09,CUST00551,202006,3,22.64,12.0,PayPal,Consegnato,11/01/2023,2023-01-16,EuroLogistics,9.88,67.92
ORD000063,1,2023-01-09,CUST00273,303007,2,28.22,0.0,Contrassegno,Consegnato,2023-01-13,2023-01-17,Corriere Nazionale,3.79,56.44
ORD000064,1,2023-01-09,CUST00551,601002,2,33.23,,Carta di credito,Consegnato,2023-01-10,2023-01-16,EuroLogistics,7.57,66.46
ORD000065,1,2023-01-09,CUST00273,  103001  ,1,81.21,0.0,Carta di credito,Consegnato,2023-01-25,2023-01-29,Corriere Nazionale,3.87,81.21
ORD000066,1,2023-01-10,CUST00546,501005,1,47.77,0.0,Bonifico bancario,Consegnato,2023-01-13,2023-01-25,Global Shipping,11.37,47.77
ORD000066,2,2023-01-10,CUST00546,501006,1,80.09,,BONIFICO BANCARIO,Consegnato,2023-01-13,2023-01-25,Global Shipping,11.37,80.09
ORD000066,3,2023-01-10,CUST00546,503002,2,15.95,0.0,Bonifico bancario,Consegnato,2023-01-13,2023-01-25,Global Shipping,11.37,31.9
ORD000067,1,2023-01-10,CUST00375,103004,1,167.17,0.0,Contrassegno,Annullato,,,,,167.17
ORD000068,1,2023-01-10,CUST00198,401003,2,11.12,0.0,Bonifico bancario,Annullato,,,,,22.24
ORD000068,2,2023-01-10,CUST00198,401003,3,11.12,0.0,Bonifico bancario,Annullato,,,,,33.36
ORD000069,1,10/01/2023,CUST00078,503001,1,10.71,0.0,Bonifico bancario,Consegnato,2023-01-11,2023-01-27,Global Shipping,14.97,10.71
ORD000070,1,2023-01-10,CUST00040,503001,1,10.71,0.0,PayPal,Consegnato,2023-01-12,14/01/2023,Corriere Nazionale,4.61,10.71
ORD000070,2,2023-01-10,CUST00040,503001,-3,10.71,,PayPal,Consegnato,2023-01-12,2023-01-14,Corriere Nazionale,4.61,32.13
ORD000070,3,2023-01-10,CUST00040,  503001  ,1,10.71,0.0,PayPal,Consegnato,2023-01-12,2023-01-14,Corriere Nazionale,4.61,10.71
ORD000070,4,2023-01-10,CUST00040,603008,1,12.62,0.0,PayPal,Consegnato,2023-01-12,2023-01-14,Corriere Nazionale,4.61,12.62
ORD000071,1,2023-01-10,CUST00088,603004,3,14.4,0.0,Bonifico bancario,Consegnato,2023-01-13,2023-01-17,Corriere Nazionale,3.2,43.2
ORD000071,2,2023-01-10,CUST00088,603002,1,16.29,0.0,Bonifico bancario,Consegnato,2023-01-13,2023-01-17,Corriere Nazionale,3.2,16.29
ORD000072,1,2023-01-10,CUST00022,102005,1,57.94,0.0,PayPal,Consegnato,2023-01-11,2023-01-21,Global Shipping,11.72,57.94
ORD000072,2,2023-01-10,CUST00022,101006,2,8.57,0.0,PayPal,Consegnato,2023-01-11,2023-01-21,Global Shipping,11.72,17.14
ORD000072,3,2023-01-10,CUST00022,201004,1,19.83,0.0,  PayPal  ,Consegnato,2023-01-11,2023-01-21,Global Shipping,11.72,19.83
ORD000073,1,2023-01-10,CUST00229,102005,1,57.94,0.0,Bonifico bancario,Consegnato,2023-01-15,18/01/2023,Corriere Nazionale,5.93,57.94
ORD000073,2,2023-01-10,CUST00229,101006,1,8.57,0.0,  Bonifico bancario  ,Consegnato,2023-01-15,2023-01-18,Corriere Nazionale,5.93,8.57
ORD000073,3,2023-01-10,CUST00229,101006,1,8.57,0.0,Bonifico bancario,Consegnato,2023-01-15,2023-01-18,  Corriere Nazionale  ,5.93,8.57
ORD000073,4,2023-01-10,CUST00229,601005,2,8.99,0.0,Bonifico bancario,CONSEGNATO,2023-01-15,2023-01-18,Corriere Nazionale,5.93,17.98
ORD000074,1,2023-01-11,CUST00415,401003,1,11.12,0.0,Contrassegno,Consegnato,2023-01-19,2023-01-21,Corriere Nazionale,4.84,11.12
ORD000074,2,2023-01-11,CUST00415,  401003  ,1,11.12,0.0,Contrassegno,Consegnato,2023-01-19,2023-01-21,Corriere Nazionale,4.84,11.12
ORD000075,1,2023-01-11,CUST00374,401003,1,11.12,0.0,PayPal,Consegnato,2023-01-12,2023-01-15,Corriere Nazionale,5.64,11.12
ORD000076,1,2023-01-11,CUST00618,103007,1,380.3,0.0,Carta di credito,Consegnato,2023-01-14,2023-01-17,Corriere Nazionale,3.31,380.3
ORD000076,2,2023-01-11,CUST00618,401003,1,11.12,0.0,Carta di credito,Consegnato,2023-01-14,2023-01-17,Corriere Nazionale,3.31,11.12
ORD000076,3,2023-01-11,CUST00618,203002,2,17.86,0.0,Carta di credito,Consegnato,2023-01-14,2023-01-17,Corriere Nazionale,3.31,35.72
ORD000077,1,2023-01-11,CUST00374,601003,1,33.92,0.0,Contrassegno,Consegnato,2023-01-21,2023-01-24,Corriere Nazionale,4.98,33.92
ORD000077,2,2023-01-11,CUST00374,402001,1,17.4,0.0,Contrassegno,Consegnato,2023-01-21,2023-01-24,Corriere Nazionale,4.98,17.4
ORD000078,1,2023-01-11,CUST00070,301001,1,92.93,0.0,Carta di credito,Consegnato,2023-01-16,2023-01-22,EuroLogistics,9.35,92.93
ORD000078,2,2023-01-11,CUST00070,603008,2,12.62,0.0,Carta di credito,Consegnato,2023-01-16,2023-01-22,EuroLogistics,9.35,25.24
ORD000078,3,2023-01-11,CUST00070,103007,2,380.3,0.0,carta di credito,Consegnato,2023-01-16,2023-01-22,EuroLogistics,9.35,760.6
ORD000079,1,2023-01-11,CUST00485,102003,1,97.15,0.0,Carta di credito,Consegnato,2023-01-12,2023-01-14,Corriere Nazionale,4.35,97.15
ORD000079,2,2023-01-11,CUST00485,303002,1,160.63,15.0,Carta di credito,Consegnato,2023-01-12,2023-01-14,Corriere Nazionale,4.35,160.63
ORD000080,1,2023-01-11,CUST00229,503005,1,7.43,0.0,Bonifico bancario,Consegnato,2023-01-14,2023-01-17,Corriere Nazionale,3.82,7.43
ORD000080,2,2023-01-11,CUST00229,103007,1,380.3,0.0,Bonifico bancario,Consegnato,2023-01-14,2023-01-17,Corriere Nazionale,3.82,380.3
ORD000080,3,2023-01-11,CUST00229,503006,1,13.96,,Bonifico bancario,Consegnato,2023-01-14,2023-01-17,Corriere Nazionale,3.82,13.96
ORD000081,1,2023-01-11,CUST00595,201005,2,116.82,12.0,Bonifico bancario,Consegnato,2023-01-13,2023-01-17,Corriere Nazionale,5.63,233.64
ORD000081,2,2023-01-11,CUST00595,502006,2,12.61,0.0,Bonifico bancario,Consegnato,2023-01-13,2023-01-17,Corriere Nazionale,5.63,25.22
ORD000082,1,2023-01-12,CUST00597,401001,1,11.27,0.0,PayPal,Consegnato,2023-01-17,2023-01-21,Corriere Nazionale,4.59,11.27
ORD000082,2,2023-01-12,CUST00597,402002,2,29.84,0.0,PayPal,Consegnato,2023-01-17,2023-01-21,Corriere Nazionale,4.59,59.68
ORD000083,1,2023-01-12,CUST00176,401005,1,57.41,0.0,Contrassegno,Consegnato,2023-01-17,2023-01-19,Corriere Nazionale,4.51,57.41
ORD000083,2,2023-01-12,CUST00176,503007,3,25.13,0.0,Contrassegno,Consegnato,2023-01-17,2023-01-19,Corriere Nazionale,4.51,75.39
ORD000084,1,2023-01-12,CUST00415,103007,2,380.3,0.0,Bonifico bancario,Consegnato,2023-01-14,2023-01-18,Corriere Nazionale,4.12,760.6
ORD000084,2,2023-01-12,CUST00415,503001,1,10.71,0.0,Bonifico bancario,Consegnato,2023-01-14,18-01-2023,Corriere Nazionale,4.12,10.71
ORD000084,3,2023-01-12,CUST00415,103007,1,380.3,0.0,Bonifico bancario,Consegnato,2023-01-14,2023-01-18,Corriere Nazionale,4.12,380.3
ORD000085,1,2023-01-12,CUST00171,402007,1,223.28,0.0,PayPal,Consegnato,2023-01-19,2023-01-26,EuroLogistics,8.12,223.28
ORD000085,2,2023-01-12,CUST00171,402006,2,17.7,0.0,PayPal,Consegnato,2023-01-19,2023-01-26,EUROLOGISTICS,8.12,35.4
ORD000085,3,2023-01-12,CUST00171,403006,1,37.26,0.0,PayPal,Consegnato,2023-01-19,2023-01-26,EuroLogistics,8.12,37.26
ORD000086,1,2023-01-13,CUST00211,601001,2,"14,99",0.0,Bonifico bancario,Consegnato,2023-01-15,2023-01-19,Corriere Nazionale,5.62,29.98
ORD000086,2,2023-01-13,CUST00211,603008,1,12.62,0.0,  Bonifico bancario  ,Consegnato,2023-01-15,2023-01-19,Corriere Nazionale,5.62,12.62
ORD000087,1,2023-01-13,CUST00030,503001,1,10.71,0.0,PayPal,Consegnato,2023-01-15,2023-01-21,EuroLogistics,8.54,10.71
ORD000088,1,2023-01-13,CUST00620,401003,1,11.12,0.0,Carta di credito,Consegnato,2023-01-23,2023-01-27,Corriere Nazionale,4.13,11.12
ORD000089,1,2023-01-13,CUST00223,501008,1,89.75,0.0,Bonifico bancario,Consegnato,2023-01-14,2023-01-20,EuroLogistics,9.07,89.75
ORD000089,2,2023-01-13,CUST00223,501002,1,"48,11",0.0,Bonifico bancario,Consegnato,2023-01-14,2023-01-20,EuroLogistics,9.07,48.11
